MonsoonIntensity,TopographyDrainage,RiverManagement,Deforestation,Urbanization,ClimateChange,DamsQuality,Siltation,AgriculturalPractices,Encroachments,IneffectiveDisasterPreparedness,DrainageSystems,CoastalVulnerability,Landslides,Watersheds,DeterioratingInfrastructure,PopulationScore,WetlandLoss,InadequatePlanning,PoliticalFactors,FloodProbability
1,5,2,11,6,3,4,3,3,3,6,6,6,6,10,8,5,6,3,3,0.5292961661738466
4,4,5,7,4,3,3,6,3,4,3,4,0,7,4,7,3,8,6,4,0.33124034550044806
3,4,4,5,5,4,9,7,5,4,8,7,5,9,1,2,1,4,4,3,0.25249970578991515
3,7,6,3,9,5,5,5,5,6,7,6,2,8,7,11,7,6,10,7,0.2892372546265949
5,4,3,6,3,4,5,9,4,4,4,5,7,9,6,3,5,4,5,8,0.2717570789099063
6,8,5,5,7,9,3,3,3,10,9,3,9,5,4,8,2,3,5,7,0.2664898638633633
9,5,1,4,6,3,3,7,7,5,5,4,9,7,6,1,7,4,4,8,0.44016015647669127
5,2,5,2,4,7,0,7,5,5,4,4,7,7,5,4,8,7,7,4,0.25747564078344204
4,4,8,4,4,7,5,4,8,6,3,7,3,6,3,4,3,6,7,7,0.15712513411690765
4,6,2,3,6,2,4,1,6,2,3,7,6,9,3,4,4,12,5,4,0.2722352685824534
3,6,6,3,5,7,2,3,0,2,5,1,8,6,5,4,5,6,7,7,0.2230676898084793
6,6,3,2,4,7,5,5,4,2,3,6,3,6,3,2,7,5,5,7,0.21235823972456674
5,2,6,5,0,6,4,2,6,7,6,6,7,3,5,3,5,6,4,6,0.26315899713466634
6,2,5,8,6,5,4,6,10,8,5,8,7,4,3,5,3,5,4,7,0.3249649272254634
8,4,6,4,8,12,5,6,8,1,6,1,3,8,0,3,5,6,4,6,0.27618396930416794
6,5,8,4,6,7,10,6,4,4,8,2,2,4,6,5,7,6,7,7,0.18343142847102115
8,6,6,5,6,6,5,5,3,4,2,3,4,5,1,6,6,7,6,6,0.2780839372513182
6,2,8,5,5,10,10,5,5,6,5,3,7,5,2,4,7,5,0,2,0.24565534140842132
8,5,5,5,5,8,5,2,3,3,7,2,4,4,2,6,8,7,4,6,0.2857219745599422
8,6,2,5,0,6,6,3,6,11,9,4,6,7,4,3,4,3,6,3,0.3878333671129946
4,11,3,3,5,4,7,6,6,1,7,6,8,3,5,6,5,4,2,10,0.2000559772452399
3,5,2,5,6,5,4,6,7,7,7,2,2,3,3,7,7,1,6,9,0.33419685070902605
5,5,4,3,2,3,3,6,8,3,7,5,7,4,4,3,2,7,3,3,0.2004986608889937
3,1,4,2,7,4,4,4,4,5,8,4,8,8,5,5,6,3,4,5,0.23828182702908468
4,4,5,8,2,3,8,3,3,8,6,5,6,7,4,4,4,4,5,4,0.30674695167323296
12,3,7,6,3,5,4,5,1,7,6,7,3,6,5,0,2,7,3,6,0.5706099742753923
3,3,2,6,7,6,3,6,7,8,1,5,3,4,4,7,6,5,5,6,0.3070866737661802
3,6,7,5,1,5,1,6,8,2,4,5,9,7,4,5,7,6,6,8,0.16226088073568243
2,6,7,9,5,8,3,7,3,8,3,6,7,4,4,3,4,5,9,3,0.2854919571947737
8,5,4,3,5,7,10,6,8,4,7,6,6,6,8,7,6,4,4,6,0.1944970960343595
6,3,4,5,4,4,9,6,3,2,7,6,1,6,2,6,5,6,1,11,0.308419305293438
4,5,7,4,1,4,4,3,4,3,3,5,9,5,8,5,3,3,7,3,0.1479934537736456
11,5,6,4,5,4,4,4,4,10,6,6,3,5,3,8,8,3,7,3,0.44253224528741686
3,4,6,3,7,4,2,2,5,6,6,4,3,2,6,7,3,8,5,1,0.24794725145855173
6,12,8,5,5,6,7,6,3,9,6,6,2,6,5,3,5,4,7,1,0.23648986490763835
2,3,9,3,4,7,6,6,4,6,9,5,7,6,6,5,2,4,1,6,0.11942546560005138
0,5,4,8,8,4,8,3,4,3,5,7,5,5,7,4,3,5,9,3,0.3700642099094186
4,4,8,2,5,8,4,4,2,3,5,5,4,8,5,5,6,5,5,4,0.07515284034973377
5,3,3,10,3,1,4,7,1,7,10,6,5,6,5,9,9,9,4,6,0.40702654745200123
3,4,6,5,4,9,4,1,8,3,4,4,9,2,5,2,6,5,1,8,0.28769171945891175
6,6,4,4,7,2,3,5,4,4,8,3,4,4,2,6,6,4,5,6,0.2548357680569814
5,7,3,8,6,9,4,4,4,6,7,6,5,3,2,6,5,6,3,7,0.40942988351815646
7,4,3,7,2,5,5,4,3,2,7,7,6,9,5,2,5,2,6,3,0.36028401991170567
4,4,2,10,9,2,5,9,6,5,5,3,8,8,5,1,4,8,3,4,0.48453080588096525
7,5,4,10,4,7,6,5,5,2,10,0,7,4,7,2,9,4,3,11,0.5423994386718023
1,9,6,4,5,6,4,10,3,7,6,5,2,7,5,4,5,5,6,6,0.22847301492585365
4,9,3,3,3,9,3,6,10,9,6,6,2,2,4,3,1,5,7,2,0.24919651272866986
5,5,9,2,3,6,1,7,4,6,3,2,5,9,4,1,5,5,7,8,0.07202829792791228
4,3,4,6,6,8,3,4,3,3,8,6,6,7,3,5,7,6,6,1,0.23720581542792152
3,4,6,5,4,2,6,4,4,2,6,3,7,6,5,3,6,1,8,4,0.2986818663746911
6,9,3,4,5,3,8,6,8,6,2,4,4,10,5,5,5,5,4,3,0.32567183830025453
2,5,4,6,4,5,5,4,3,8,5,5,10,6,6,8,6,3,2,5,0.2566826498044571
7,8,5,6,5,9,5,4,3,4,7,10,3,6,3,2,3,6,4,4,0.3002550440957218
2,2,6,7,10,6,4,6,3,3,3,6,6,7,4,4,3,8,2,4,0.3395825743740634
4,5,3,5,5,8,4,5,4,9,5,10,6,4,2,3,5,6,5,7,0.3171941634207526
2,4,6,5,7,4,6,2,3,6,3,5,5,7,7,1,2,3,3,7,0.23516817018511962
4,6,6,2,5,7,2,2,8,4,6,2,7,7,8,3,0,4,6,7,0.09087505126290071
4,8,3,7,4,9,3,9,10,4,3,5,5,6,3,4,4,4,5,3,0.35461997674342677
5,2,4,5,4,7,6,6,6,4,4,1,5,6,9,3,7,2,7,7,0.31359902709620713
3,1,8,6,1,3,8,6,9,6,4,4,3,3,1,2,4,6,7,3,0.20905149220682984
3,4,3,5,10,3,2,5,4,2,6,3,2,4,3,7,6,5,7,7,0.3430860417744105
5,4,3,5,3,6,4,8,3,4,5,10,4,3,4,5,6,3,8,2,0.26376068301480393
3,7,3,5,2,4,7,4,6,7,4,4,10,7,5,8,10,5,7,7,0.31865704489428737
3,4,8,5,6,3,6,1,7,4,3,7,1,6,9,6,6,3,5,8,0.1873989806443952
3,8,6,2,5,6,5,6,7,7,3,6,6,2,8,1,3,6,2,2,0.17225820503020592
4,5,3,2,6,9,5,4,3,7,1,8,5,6,3,5,4,2,3,9,0.17411312818451968
8,5,2,3,3,1,2,3,7,3,4,4,7,6,5,2,6,6,4,2,0.36785954092342826
5,3,8,4,6,5,7,5,0,5,7,8,8,3,5,5,4,7,6,3,0.148971438794287
7,4,5,8,5,6,7,3,3,4,5,4,5,5,7,5,3,5,2,4,0.3754513600949774
8,6,6,7,5,6,2,4,6,7,2,2,7,4,7,6,4,4,4,7,0.3613696909332614
3,4,11,6,3,4,7,4,2,3,6,3,7,4,3,5,5,6,6,4,0.2303479834127128
4,1,4,4,6,6,7,4,6,7,3,4,6,5,6,4,3,9,5,6,0.26925971585557557
2,6,4,2,3,6,9,5,4,3,3,1,7,5,2,4,6,6,6,3,0.23496982103779618
5,7,3,5,1,7,5,7,6,6,2,6,7,7,3,5,4,7,6,4,0.3595579579923367
3,8,2,3,6,7,4,8,4,6,2,3,4,2,6,10,7,6,8,5,0.2619404888859103
4,5,5,8,4,8,4,6,6,4,6,6,4,1,4,3,4,3,5,3,0.27407403277008613
2,4,6,7,10,7,1,8,9,8,6,4,10,9,7,2,9,6,5,6,0.29600351219382537
3,9,4,6,3,2,5,3,4,2,4,5,3,5,5,6,4,3,3,4,0.26031873643050535
4,4,7,7,7,4,4,7,4,9,1,9,5,5,3,8,5,3,2,6,0.2757719367192365
8,5,4,3,10,5,2,4,9,6,6,6,3,4,7,4,11,4,3,7,0.2735634420487435
9,4,6,3,8,3,3,7,9,9,3,7,1,6,3,5,11,5,3,8,0.2565640873376036
8,5,6,3,3,6,6,6,3,7,4,7,2,3,5,6,5,5,5,3,0.21216020060682414
3,3,3,7,8,6,7,5,5,7,4,8,5,1,7,5,4,5,6,8,0.31637292361539465
0,12,2,6,5,3,8,3,1,7,4,3,3,4,1,5,3,2,6,5,0.36478327026615076
4,5,7,5,4,5,4,5,3,5,7,1,5,4,6,8,4,9,9,4,0.20881772472293322
3,5,6,1,3,2,9,5,5,6,8,7,8,4,3,10,4,8,3,3,0.12213148253625042
5,2,2,3,9,4,7,1,7,4,5,8,7,7,2,8,6,4,2,4,0.2619710135677899
7,7,4,6,4,5,6,2,6,3,7,9,9,2,4,6,9,3,5,4,0.2561334605084075
5,10,4,7,5,5,6,6,5,10,4,7,7,2,3,4,4,2,8,7,0.362753040002843
5,4,5,4,5,3,1,5,11,1,10,4,5,4,4,8,4,5,4,6,0.22517012294782057
6,9,5,8,6,3,2,7,8,3,5,3,5,8,9,4,4,1,5,5,0.3789607771495281
7,8,4,3,7,2,4,7,6,9,7,7,3,5,5,5,4,4,6,4,0.2500944907301209
2,4,6,5,1,5,2,5,6,3,7,4,4,12,4,8,6,5,11,4,0.24967988088886728
4,2,4,1,7,6,3,6,6,4,5,1,6,3,4,5,3,6,4,8,0.24289780080726736
3,5,4,3,0,6,2,6,2,8,8,11,3,4,5,5,6,5,7,5,0.20894498007046214
3,5,3,7,6,5,4,2,5,5,4,11,9,2,5,8,4,1,2,4,0.33189478153891316
5,3,5,8,7,9,5,4,3,3,2,5,2,1,3,4,3,4,5,6,0.22687659589523648
3,3,3,5,1,4,10,6,3,3,7,5,5,3,6,3,5,8,6,4,0.27818249300317116
12,5,5,7,5,6,7,5,3,6,3,2,10,3,3,3,2,8,5,3,0.623795815537973
3,0,4,6,3,4,3,4,5,2,8,6,8,5,5,5,3,6,10,4,0.24325487091201245
2,6,9,4,6,4,7,4,7,5,5,5,4,11,6,10,5,5,5,6,0.13855628938061595
4,3,6,5,4,8,7,5,11,4,9,4,4,1,4,6,6,5,7,4,0.3030478725984696
8,5,6,5,5,2,7,5,5,7,3,3,6,3,7,3,4,3,4,3,0.29066378932012504
5,4,3,5,4,8,2,9,5,5,5,8,4,7,2,3,6,4,2,3,0.32893374518711244
6,0,4,1,4,5,3,6,4,1,7,4,4,4,3,4,6,5,5,3,0.20231552608606343
5,7,4,4,6,6,2,4,5,7,5,2,5,2,5,7,3,10,6,6,0.23287033242089022
4,1,6,5,3,5,8,3,5,7,4,5,5,4,4,1,1,2,9,2,0.24791617781411238
5,6,10,5,7,7,9,4,2,3,5,0,5,2,5,6,5,8,5,6,0.20058707350110888
6,7,5,4,6,6,4,8,3,3,6,5,3,5,6,8,12,3,4,6,0.26612347760307303
4,3,7,8,10,2,4,5,4,2,3,5,6,5,6,6,3,4,9,4,0.21040368061329476
2,6,3,3,3,9,3,7,1,3,7,9,2,5,4,1,6,10,3,1,0.24859422371829504
3,4,4,3,5,3,4,9,7,1,7,4,4,4,13,10,5,7,4,5,0.23304670640929687
3,10,5,6,4,1,5,4,4,8,10,3,4,4,7,9,3,8,6,5,0.28964160588403326
6,4,10,4,3,10,10,9,2,4,5,5,3,5,4,2,5,7,6,6,0.1751290937905472
3,2,3,10,7,5,4,3,3,6,2,3,4,6,6,4,5,1,4,7,0.5123051619087045
2,3,5,2,2,5,6,4,7,6,7,1,2,6,3,8,5,6,4,7,0.20118276593838175
3,2,7,5,6,7,4,6,5,4,3,4,6,4,5,3,4,6,5,9,0.2545084940345747
2,7,6,9,3,3,6,3,2,3,0,3,4,8,5,3,8,7,5,8,0.3927035434961383
5,7,8,4,6,8,6,3,4,1,5,8,11,4,7,1,5,5,6,4,0.14539642056677599
4,2,5,7,1,1,6,7,3,6,1,4,3,5,7,4,7,3,4,5,0.3538299388781097
9,5,7,9,5,3,7,4,2,3,1,12,8,2,4,10,9,5,2,4,0.4392351504239317
2,3,6,6,2,3,2,4,6,5,8,4,3,5,4,4,5,4,3,7,0.2734317125349779
5,5,7,8,4,9,3,5,5,7,4,6,13,4,11,6,6,5,6,6,0.23579802217212464
11,7,5,4,4,5,6,4,5,6,5,3,6,2,4,6,5,3,9,5,0.5195380876178824
3,6,6,7,4,13,5,7,6,3,2,5,3,7,7,5,6,6,5,4,0.29157489941465875
4,5,7,2,7,8,2,2,3,7,6,2,7,0,5,6,1,5,8,9,0.13680415662603013
8,7,8,5,7,4,7,1,11,7,4,5,3,3,7,3,2,0,4,5,0.23630701645544638
8,5,5,4,4,3,4,4,4,7,3,4,4,3,2,3,5,6,7,4,0.310344752833336
7,4,8,3,7,4,3,2,3,2,4,8,2,6,3,3,7,5,3,7,0.1795966105274277
9,3,5,8,1,4,4,7,2,0,3,6,2,5,7,3,11,2,3,5,0.3608558914987351
6,5,6,6,2,10,5,10,5,7,8,4,3,7,7,11,3,7,6,4,0.2848907511537142
6,4,2,4,2,4,6,6,4,6,8,3,4,2,6,5,4,9,4,5,0.2899534117224585
6,4,3,6,7,6,6,5,6,7,5,6,7,9,6,5,1,2,4,5,0.2872963386234501
1,5,6,4,5,10,4,4,5,8,4,5,4,6,5,2,4,0,5,4,0.2104044692144383
9,10,2,2,3,1,5,5,5,9,8,3,0,4,4,6,3,5,4,7,0.3889935902097268
6,7,6,7,7,6,5,4,6,4,7,1,3,5,6,5,9,8,10,3,0.4529800515086968
4,7,8,5,1,7,5,5,6,6,5,2,3,8,5,3,6,3,6,11,0.24515968157481016
6,2,3,4,5,3,6,5,8,3,8,5,7,3,6,2,1,3,4,1,0.27966349308567623
4,6,2,11,10,7,5,5,2,5,4,3,2,6,7,4,2,7,4,2,0.5282641012811534
2,4,12,5,3,7,8,4,4,6,7,5,5,9,6,5,2,8,3,3,0.1274573092947246
3,5,7,3,3,5,4,7,5,4,6,5,5,1,4,6,2,4,10,4,0.16850771797699637
4,5,7,6,5,5,4,3,4,3,2,4,2,13,3,3,9,4,6,10,0.17313064996132224
3,7,1,8,6,5,5,6,5,6,1,7,2,5,4,2,4,6,3,4,0.45056695877095404
5,5,3,2,8,4,3,3,5,4,6,5,1,5,6,9,4,8,5,5,0.14822725226123676
5,5,7,5,4,7,5,8,5,3,3,4,2,7,6,7,5,4,3,2,0.2340654964022147
5,4,7,3,8,6,9,4,7,6,4,7,7,3,10,5,2,8,3,2,0.17623873479593083
5,5,5,6,7,10,8,7,3,2,6,3,6,2,7,7,3,7,5,4,0.3313465655016093
8,2,4,7,2,7,2,6,4,4,5,5,5,7,5,7,13,3,5,5,0.371607469354253
5,2,3,4,9,6,5,9,5,7,2,3,9,5,5,4,7,4,4,8,0.21216547111049505
4,8,5,6,4,12,2,6,2,6,2,5,7,5,5,4,7,10,2,2,0.3273553427090093
3,5,3,3,7,8,2,9,8,5,2,5,10,3,6,4,8,2,4,6,0.23847663987163228
3,4,7,4,6,8,4,4,4,4,2,5,8,7,4,4,5,7,3,7,0.1525155266249418
5,13,7,7,7,7,4,3,3,4,3,5,2,5,6,4,4,8,7,4,0.24994665059956792
7,4,6,9,4,6,4,4,6,3,3,1,7,2,5,5,8,5,6,3,0.3438197845297136
5,2,8,6,4,6,7,5,4,5,3,3,2,5,3,5,5,3,8,4,0.26305551444849995
6,5,4,4,7,6,8,3,5,5,11,6,4,8,2,1,2,9,1,7,0.19356599065372443
1,2,7,3,2,5,5,1,8,5,6,6,5,4,5,3,12,7,4,11,0.12167722483868018
9,7,5,5,4,6,3,9,6,4,5,8,7,4,5,2,8,4,4,3,0.3214576717765342
11,2,4,3,3,3,3,5,8,2,3,3,6,4,1,5,5,8,5,6,0.44284131140200933
4,3,3,7,7,1,3,8,1,5,5,6,6,3,6,5,6,5,10,3,0.33201962693255727
5,3,5,7,1,3,4,5,3,6,8,3,7,9,4,1,3,11,4,2,0.42170061078840193
5,1,5,6,9,6,6,7,4,5,5,2,5,5,3,4,9,5,3,2,0.293194781059189
8,5,2,5,6,3,8,7,1,8,3,5,1,6,3,9,5,5,8,3,0.37399835889359223
3,5,5,4,6,6,4,4,10,6,9,3,3,8,11,5,4,3,4,8,0.1967570695480655
7,3,7,5,8,5,3,4,3,5,1,6,7,6,2,6,2,5,5,4,0.2333500533366245
2,8,8,8,2,8,2,9,3,8,3,4,2,5,3,8,4,5,2,5,0.36069189249284567
6,5,2,5,3,5,3,5,6,2,1,7,1,9,2,4,9,0,5,7,0.35994960221699945
8,6,11,5,6,8,8,1,7,3,7,8,2,5,6,5,4,3,3,4,0.15076095566509962
6,6,3,3,7,7,4,6,7,3,5,3,3,7,6,5,3,2,5,7,0.3377629301535164
6,4,1,4,6,6,3,5,7,3,4,3,5,3,6,3,5,8,6,5,0.324652286832004
10,3,7,2,3,7,8,7,3,10,6,4,6,4,4,4,6,5,2,6,0.33921599733609203
3,3,8,3,6,4,3,6,4,5,1,5,7,6,3,7,4,5,5,5,0.17574689312166292
1,5,3,4,4,5,3,10,6,8,4,4,11,8,8,5,8,1,7,4,0.2296257721851402
8,4,10,4,7,7,5,5,3,2,3,3,5,4,4,3,2,2,6,6,0.21909737458475653
6,6,7,6,6,5,4,6,5,7,4,6,7,3,1,7,7,3,2,7,0.24021018718547216
11,2,4,5,3,3,3,6,2,5,4,5,9,3,6,7,7,3,4,6,0.6041411193561698
5,6,3,3,6,4,1,6,5,4,4,3,6,7,6,5,4,8,6,6,0.26848648006893877
11,3,7,4,6,6,1,6,8,2,1,7,5,5,4,3,1,9,7,3,0.47506786222123565
5,2,3,2,9,8,10,5,7,3,5,2,6,3,5,6,3,2,4,2,0.2738694753508804
9,6,5,4,9,2,5,4,6,9,7,4,6,2,2,8,13,4,8,4,0.3223400808885534
8,3,4,4,3,1,3,5,5,6,3,5,6,3,4,6,2,5,6,4,0.23623271532387424
6,6,6,3,4,5,5,11,4,9,3,5,2,7,5,4,5,4,2,5,0.13865086031913076
2,5,5,4,4,3,6,2,9,6,2,6,3,3,3,7,2,7,3,7,0.1531489668226111
4,1,2,6,5,7,4,11,13,3,5,3,1,7,6,2,5,5,4,6,0.3794801258800247
7,6,2,5,4,6,7,7,4,5,6,7,2,6,3,4,5,6,8,3,0.34475670083545495
2,5,3,5,5,5,5,6,5,6,6,5,6,7,3,3,8,9,3,7,0.27521504692409
4,4,3,2,4,5,6,2,5,2,5,3,5,4,3,7,6,7,1,6,0.19908460162294445
8,4,2,6,9,6,10,2,5,8,9,3,4,6,4,4,5,5,7,8,0.4423725999392267
5,5,6,3,5,1,2,7,6,3,6,6,4,8,4,6,3,4,8,7,0.05439004748181976
4,8,4,3,2,10,6,9,5,7,3,3,8,8,4,5,3,3,6,5,0.23150640125997893
3,9,7,4,4,2,9,4,7,2,5,7,6,3,5,5,8,4,6,5,0.2080543849726133
3,6,3,3,9,9,6,6,5,6,10,1,8,3,5,8,3,5,8,4,0.2781624858589554
3,2,3,3,5,2,6,7,5,7,7,3,6,5,4,8,5,6,6,8,0.3273181533723586
4,8,2,4,1,3,8,5,2,5,4,6,1,2,4,5,9,6,2,5,0.32713783703817506
5,5,3,2,3,4,6,6,5,7,4,5,9,10,3,7,1,7,8,3,0.19456005355687495
3,3,6,7,5,4,8,8,3,3,5,7,8,7,7,5,2,4,5,7,0.33609046300169265
5,4,6,6,4,5,6,5,6,3,6,3,9,9,4,5,4,7,1,5,0.2787251791930675
5,4,4,4,5,5,3,3,2,8,10,1,3,5,6,1,2,5,2,4,0.2750118738758975
4,10,9,6,4,5,2,4,8,3,5,2,4,7,6,2,7,2,3,6,0.23680900799104804
8,6,6,6,4,6,5,6,6,6,6,4,6,5,5,5,4,3,3,3,0.3801011343406978
6,5,5,3,3,3,4,7,4,6,5,4,5,1,6,8,3,4,4,2,0.24609264371816167
7,4,5,7,6,3,5,4,4,5,4,8,5,3,5,3,3,4,1,3,0.35692324274736886
4,6,6,4,8,8,5,5,4,5,2,4,1,5,6,5,3,6,2,6,0.25418185580139396
4,2,2,4,8,4,1,5,3,3,7,5,2,3,3,7,5,5,6,8,0.315283077573063
7,9,7,5,6,3,9,4,4,6,10,4,7,2,3,4,4,6,5,6,0.2268621332304851
6,8,6,6,7,8,6,5,3,4,4,1,8,7,6,1,3,3,3,5,0.2899034185392216
2,6,4,4,7,4,4,7,1,6,4,5,3,4,2,2,6,5,6,7,0.21470044479950867
8,6,4,4,4,9,8,2,11,2,1,9,3,9,4,8,10,7,3,2,0.2695585906580427
6,7,0,4,5,4,7,7,5,4,7,5,5,3,7,6,4,10,2,6,0.4171843120186972
3,6,6,7,9,5,9,2,8,5,2,4,4,4,0,4,7,2,3,6,0.3545171516330419
5,6,3,2,5,5,5,6,3,4,9,1,7,6,4,4,3,6,0,6,0.26305952066966487
4,5,5,4,2,4,10,6,2,2,7,8,2,6,6,2,3,3,5,5,0.1906195903261712
7,4,3,4,2,1,5,4,5,5,5,6,10,8,2,4,11,5,3,5,0.2636990065466977
4,9,7,7,4,9,5,4,3,5,7,5,5,7,5,5,3,5,5,7,0.3002349671257882
3,8,1,11,2,5,2,4,8,7,4,7,5,4,4,4,5,1,8,8,0.6599535212720792
9,6,3,7,4,4,2,4,4,5,1,10,8,6,7,1,3,0,1,2,0.4187860188361766
5,2,4,5,2,4,2,5,6,7,5,3,7,3,5,5,3,3,5,3,0.2875704127451659
7,9,3,7,6,7,4,4,5,7,4,8,5,3,10,6,5,4,3,3,0.35176622288905557
4,3,3,8,7,5,7,2,2,6,3,3,6,9,3,8,3,7,6,4,0.3674849467894414
7,6,4,12,4,2,9,7,4,5,4,4,0,4,5,5,2,5,7,4,0.5669787963495969
4,11,4,4,1,5,4,6,5,5,3,5,3,8,6,4,6,9,3,2,0.2894015491910578
8,4,5,5,5,7,6,5,2,5,3,3,8,7,5,4,4,2,8,4,0.3630400834258287
2,9,7,7,6,7,9,9,5,7,3,3,2,6,4,6,1,4,3,8,0.30480599936738295
2,4,1,3,5,5,5,2,5,7,5,9,3,7,8,5,8,5,3,0,0.34639927872972404
9,7,5,4,11,1,8,5,5,6,5,5,3,5,5,7,6,2,10,6,0.30222804679230825
2,8,8,6,3,5,2,5,9,6,4,1,5,6,4,5,2,7,8,6,0.28588013274808094
6,6,4,7,2,5,6,8,6,6,11,2,6,4,7,7,8,3,5,4,0.2810065427505647
4,7,5,8,7,4,6,7,8,3,4,6,4,4,7,5,7,1,8,5,0.33535678124261437
9,4,6,2,4,7,9,3,5,5,8,4,3,3,5,3,4,2,5,6,0.3260179148316782
5,6,4,6,6,4,5,4,6,2,4,2,5,9,4,8,2,10,7,8,0.35962229757862757
5,7,4,5,5,7,3,3,5,6,6,7,5,3,6,6,6,4,5,7,0.2914320115589058
1,3,6,6,3,5,7,8,4,4,3,2,4,5,6,4,8,4,3,7,0.23900464619852108
6,2,6,5,6,4,8,4,7,4,4,3,7,10,3,0,5,3,7,1,0.2911325438064356
4,4,2,6,9,6,8,9,3,1,2,9,5,5,8,8,6,3,8,6,0.41398026150562556
7,2,3,5,5,2,8,5,8,4,4,8,2,3,11,7,5,10,5,6,0.29871164224668356
4,7,4,8,7,10,9,6,2,4,8,10,4,5,10,3,9,3,4,5,0.3706782707154064
5,6,8,8,5,9,4,4,8,4,7,2,4,8,5,3,4,6,4,1,0.30829886169619725
3,5,4,13,4,2,3,6,7,6,5,7,5,2,7,7,3,8,3,10,0.5514971756179993
7,4,2,6,6,5,5,4,2,4,6,10,5,7,4,7,3,6,4,5,0.39698107734142873
6,4,7,3,5,4,4,6,2,5,9,2,5,4,8,6,2,4,4,1,0.16897156918024048
7,4,9,4,8,3,6,5,8,10,6,5,7,3,3,7,3,6,5,7,0.13245636333417554
4,6,6,4,7,7,5,3,5,8,8,5,1,5,7,1,9,0,4,5,0.16470861686058902
5,5,3,6,9,4,4,4,8,6,4,2,2,3,5,2,6,3,1,3,0.3669637795120707
2,6,4,2,7,2,4,6,3,5,3,5,6,6,1,4,1,3,3,6,0.16865019555362365
3,5,5,2,7,6,1,2,9,5,3,2,6,3,4,1,7,1,3,4,0.2332964340447043
2,5,2,6,3,4,7,5,6,6,8,8,5,7,4,5,5,2,9,6,0.427091754197912
3,3,4,2,2,6,6,7,6,8,6,1,4,5,5,4,7,7,3,6,0.18397063814931477
5,4,4,3,4,5,2,5,5,1,4,4,2,7,6,7,4,4,4,5,0.21020559569670125
3,5,5,2,3,8,3,3,6,4,4,1,4,2,5,7,1,4,2,5,0.14344711950377603
6,3,5,4,5,7,8,2,4,5,6,5,6,8,4,7,4,6,5,5,0.16238033449185554
6,4,2,3,6,7,1,5,5,5,11,8,5,2,4,1,8,2,3,3,0.26194519851511683
8,4,4,1,5,7,9,1,7,5,5,7,0,6,1,4,8,5,7,5,0.2505434479297572
4,7,1,4,2,6,2,9,3,8,6,5,5,4,5,3,4,5,6,5,0.3359979682244525
10,6,4,4,5,5,5,10,5,5,4,7,2,2,9,2,7,6,8,4,0.4329635020133726
4,4,2,4,1,2,4,5,3,2,7,5,3,6,5,3,5,1,4,9,0.3018425976624101
4,4,4,2,5,2,7,2,5,3,5,4,1,7,6,6,8,2,5,5,0.21948116330778167
3,4,5,5,6,4,6,6,6,5,6,3,4,4,4,3,3,2,6,5,0.28112623075824955
2,5,4,4,3,10,9,7,5,4,3,7,10,4,7,5,8,3,7,6,0.2943409670059005
9,5,6,9,5,6,5,9,6,3,7,5,11,3,4,9,7,3,8,4,0.41022510901939485
5,2,6,5,3,2,4,5,5,2,5,1,1,8,7,7,6,3,6,4,0.2509641966487319
7,5,5,4,5,8,7,10,5,3,4,4,5,4,6,3,7,5,6,5,0.3077302327115491
3,3,1,4,11,3,8,2,5,9,1,7,4,8,5,7,1,4,8,5,0.34904211156493226
6,4,5,6,2,3,2,6,0,7,5,5,7,9,4,6,2,6,4,7,0.2550394878222986
6,2,2,4,3,8,4,6,4,6,9,5,7,1,4,3,4,6,3,8,0.3639307842999988
10,7,6,9,4,4,3,8,3,5,3,3,4,4,7,8,7,5,7,5,0.6030494964458211
7,8,6,3,7,5,4,1,5,4,4,6,3,5,4,4,6,5,4,2,0.2090233505856426
7,5,3,3,7,6,9,3,4,5,4,2,8,5,8,4,5,4,5,6,0.2995156163219142
4,1,4,3,9,5,4,3,11,9,4,3,6,5,6,5,1,4,6,6,0.27844711636261443
2,4,6,3,1,4,6,5,3,4,5,3,6,5,6,3,4,0,7,2,0.2317638389439093
4,3,2,10,6,3,6,9,4,8,5,5,5,7,5,2,4,4,6,8,0.5034389024788084
4,5,7,10,3,3,2,5,3,8,6,6,8,10,6,4,10,7,5,5,0.31880557691938827
6,10,8,2,4,3,6,6,7,6,8,5,6,3,3,8,5,3,6,6,0.1151702965727893
3,7,2,7,8,3,2,4,9,2,5,8,4,3,6,6,3,8,5,10,0.4232448729690921
3,4,1,6,4,7,4,7,7,5,7,9,3,0,5,5,5,6,7,9,0.4491221070695073
7,5,4,8,4,2,6,5,1,8,4,2,3,4,4,1,6,4,12,2,0.4188140070512499
6,4,6,6,6,7,7,7,5,4,5,3,3,7,5,3,5,4,7,2,0.29619593840198843
5,4,4,6,7,2,7,4,3,4,6,4,5,6,9,2,2,3,6,6,0.3783463373864502
5,6,3,9,7,7,2,4,6,5,1,6,6,7,4,5,6,7,6,0,0.47576384765967933
2,7,2,3,5,4,4,3,4,7,6,2,6,5,4,7,6,8,9,4,0.3848097662599541
3,5,9,4,4,3,3,3,7,5,4,5,7,4,3,8,9,0,7,6,0.16414391162102848
1,5,10,3,3,3,5,6,3,4,5,4,5,5,7,4,8,7,7,5,0.17780947244308043
12,2,3,3,10,6,4,3,5,2,4,8,5,6,2,7,6,5,4,3,0.4764386549877094
