MonsoonIntensity,TopographyDrainage,RiverManagement,Deforestation,Urbanization,ClimateChange,DamsQuality,Siltation,AgriculturalPractices,Encroachments,IneffectiveDisasterPreparedness,DrainageSystems,CoastalVulnerability,Landslides,Watersheds,DeterioratingInfrastructure,PopulationScore,WetlandLoss,InadequatePlanning,PoliticalFactors,FloodProbability
8,3,5,3,3,4,4,3,7,4,5,8,6,2,8,2,6,7,6,1,0.471170833272466
4,4,6,8,4,3,9,4,4,5,3,3,4,6,7,3,6,5,5,4,0.5216689406925513
3,2,1,8,6,6,4,6,5,4,6,2,5,4,1,1,8,2,6,7,0.42003605421278295
4,8,3,5,7,6,7,5,3,6,7,6,7,4,4,5,4,6,4,9,0.5448121690188323
9,8,8,5,6,3,7,7,7,7,4,6,5,5,5,7,8,1,4,8,0.6116650337896525
5,5,3,2,1,10,4,3,5,4,3,4,4,8,6,6,7,6,3,3,0.5181388744786767
6,5,4,2,3,4,3,5,6,4,4,4,0,6,5,2,3,4,2,4,0.44933790993748807
10,3,7,4,4,2,4,2,6,5,5,3,4,4,6,5,3,1,2,6,0.5054139498067102
8,6,4,5,3,5,6,2,4,8,5,10,8,6,5,4,4,5,8,2,0.5191916966021658
7,4,6,8,2,2,7,4,3,3,3,6,7,5,8,5,7,4,3,3,0.5243066129779821
6,3,3,7,4,1,4,5,2,5,7,4,5,2,6,3,2,2,6,5,0.4466847038905465
7,2,7,4,6,8,3,3,8,4,7,6,7,2,6,3,6,9,5,5,0.4157356923335539
3,6,3,8,6,6,5,3,4,7,8,8,4,5,5,5,7,5,4,5,0.540715274900825
6,6,5,2,8,5,6,4,3,2,7,3,6,6,3,4,3,5,6,5,0.44859477935061554
6,8,5,10,4,7,7,6,4,7,7,5,7,2,3,3,3,4,4,7,0.523970386108951
3,9,6,5,4,8,8,6,3,7,6,3,3,5,7,9,7,9,6,10,0.6097536852732931
3,3,12,5,8,6,5,5,6,3,7,3,4,5,8,5,3,5,3,6,0.5495826076405957
6,3,8,4,4,4,3,8,6,3,4,3,4,5,3,6,3,10,4,9,0.4679061142598541
2,3,4,5,5,8,5,4,1,4,3,3,4,4,5,3,2,5,4,4,0.3884423244358499
3,7,9,4,7,4,10,7,3,8,7,4,4,3,3,3,5,6,5,3,0.565455249450315
6,6,5,4,2,2,5,3,5,5,4,4,4,6,5,9,6,9,3,7,0.5149045130677679
6,5,9,5,4,8,3,5,6,2,5,4,6,4,8,4,3,7,5,4,0.5311417113109177
5,4,6,8,7,4,9,7,3,5,4,9,5,6,4,6,4,4,3,4,0.5349638065514499
3,4,5,6,2,6,3,3,3,3,7,6,5,7,7,8,2,7,4,10,0.5202995902431822
5,4,3,4,4,6,6,5,1,5,7,8,5,5,3,5,11,2,4,6,0.5155494274920819
7,3,6,10,5,3,7,3,2,2,10,1,7,6,4,3,4,5,2,4,0.45039656055565447
8,3,4,3,3,4,3,4,5,4,4,6,5,6,5,2,5,7,5,2,0.4776925020884326
3,4,4,6,5,6,3,3,3,9,4,3,4,4,2,2,2,1,3,3,0.3390631002768815
5,9,4,7,3,6,4,6,7,6,4,6,4,3,2,8,2,5,5,7,0.39959637626124406
3,6,3,4,3,4,5,4,9,5,9,4,4,3,4,6,5,3,5,0,0.457273199351999
3,5,5,1,2,6,3,2,6,7,9,5,8,3,8,7,3,5,6,7,0.5990288428681689
6,6,5,3,4,2,2,5,2,6,2,4,2,3,3,5,6,8,5,6,0.4120220502781251
4,7,3,3,9,6,9,3,1,4,9,6,6,6,4,6,10,4,5,3,0.5625616669933543
1,3,8,3,5,8,1,5,3,3,4,4,5,3,5,3,4,6,5,4,0.3356726417090541
6,1,4,2,4,7,5,7,2,8,11,6,3,4,5,6,8,6,2,8,0.5488883839172225
3,6,6,4,4,9,8,5,7,9,4,5,5,10,6,1,3,5,5,3,0.5815509908755689
0,9,3,4,5,3,2,3,6,3,6,7,5,1,6,2,5,1,3,2,0.30002945757669586
4,6,6,9,8,5,7,3,3,9,3,5,10,3,6,4,6,7,3,6,0.6014880512030056
6,3,8,3,5,4,5,3,6,9,7,3,10,3,6,11,3,5,3,5,0.5673178389697127
7,5,4,3,6,10,8,3,5,2,5,3,2,2,6,9,8,6,8,5,0.4788704176348161
3,7,4,6,4,7,2,7,7,3,1,8,5,3,4,5,6,10,8,7,0.5019053345665614
7,5,4,5,1,10,7,6,2,4,4,4,2,6,2,4,12,4,5,4,0.5295075125162128
12,1,5,7,5,6,4,3,4,9,7,9,2,1,4,5,5,7,5,7,0.48709482711601176
4,4,1,5,5,5,4,7,2,6,6,4,6,5,6,2,3,11,10,3,0.411792470879097
3,9,6,7,4,4,5,4,2,1,8,4,3,4,5,3,6,3,7,6,0.4506098175049134
4,5,4,4,13,3,5,5,0,2,9,8,5,5,4,4,7,7,1,2,0.4330795618284029
3,6,2,9,6,4,2,4,2,3,3,6,7,5,2,6,5,1,1,7,0.45430207616483226
4,6,2,6,1,3,12,7,7,10,3,6,7,8,2,6,6,2,8,9,0.5752025076657261
2,4,7,3,5,3,4,5,10,5,2,6,5,5,4,9,6,1,4,5,0.45079981232752886
3,5,5,6,6,3,8,3,4,7,4,2,6,5,7,3,7,1,5,8,0.45797315431174257
1,7,6,6,2,8,5,5,5,5,6,3,5,4,6,4,4,8,5,5,0.38473414863640504
10,4,5,6,3,4,4,3,4,0,3,2,4,6,4,9,5,3,7,5,0.4818842449730969
4,4,4,4,5,2,4,5,5,8,3,3,6,6,10,4,6,4,11,3,0.442392428694309
5,1,0,4,8,5,10,9,3,7,6,12,6,3,7,8,3,3,6,1,0.6383302694916138
2,5,6,5,8,5,2,4,2,6,2,12,9,2,5,4,4,5,7,5,0.40562651904770614
5,4,7,1,4,2,2,4,6,4,5,5,9,6,8,4,3,4,3,5,0.4835648989995316
6,4,7,3,6,4,5,1,2,6,5,9,9,7,5,8,1,8,11,6,0.5455681142037023
10,6,6,4,6,1,4,7,4,7,3,5,6,4,5,4,6,5,3,9,0.48777484102400387
1,9,5,2,3,4,4,3,8,4,4,6,3,3,4,4,7,3,7,4,0.4570411940436436
4,3,5,2,4,5,6,6,4,3,7,6,5,6,6,10,7,7,1,4,0.5366601149110983
6,5,6,4,3,5,4,6,7,6,3,7,3,6,3,2,8,9,2,4,0.4234125485458978
4,3,2,5,4,5,3,3,5,12,5,0,7,7,4,2,6,8,6,6,0.4445395979034289
4,9,4,4,5,5,1,4,4,6,3,3,6,4,4,6,2,3,5,7,0.42901355158063254
5,5,3,5,4,4,3,8,7,8,2,5,5,5,5,7,7,3,4,7,0.4777925358449924
6,7,6,8,1,3,4,4,4,6,6,3,5,7,2,6,6,4,4,9,0.5423333282157076
4,10,7,1,6,8,2,4,3,5,8,8,7,5,5,7,6,6,5,4,0.4766794082956556
3,5,7,5,3,3,4,10,2,4,6,5,4,5,3,8,5,6,2,6,0.4862629619460293
5,7,7,3,4,3,4,4,4,4,6,3,8,1,6,6,8,4,3,2,0.41345481914683996
4,2,5,8,6,2,4,2,4,5,6,4,5,3,5,0,6,8,1,4,0.4371510064929
5,4,15,6,5,4,6,4,7,8,3,5,8,6,3,4,4,7,6,4,0.605685302374279
3,4,6,5,5,3,8,5,3,3,5,5,5,4,7,4,4,5,5,7,0.43596860568050183
5,8,1,6,5,1,3,4,3,10,7,3,7,6,7,6,8,6,4,3,0.44354089802802116
7,2,5,4,2,8,3,7,4,8,3,6,9,5,6,5,7,1,8,3,0.3933527192486948
3,3,2,5,9,7,3,8,5,3,4,1,8,4,5,9,5,8,8,2,0.5631444267660093
6,4,5,5,4,7,3,5,6,8,6,7,5,3,2,7,5,3,3,6,0.4418148040299921
3,6,10,5,4,3,5,4,3,5,2,4,5,4,3,6,4,2,4,8,0.47877407574544584
10,4,4,7,1,3,5,3,6,5,10,9,8,6,11,7,1,1,3,8,0.5537449005080531
8,11,3,6,2,3,5,3,7,7,3,3,6,5,9,3,6,2,6,4,0.5563203847633204
8,8,6,1,3,0,4,6,5,6,5,3,5,2,9,5,6,3,8,5,0.48753963793711924
4,4,4,5,8,7,4,3,3,3,1,5,5,6,4,2,4,3,3,5,0.4225754614492698
7,5,9,3,7,5,11,6,6,7,6,2,6,2,5,3,6,5,7,4,0.5509398204629263
8,4,5,9,7,4,6,5,6,4,8,7,10,9,4,4,3,6,5,6,0.6039844243896119
6,9,7,11,4,2,5,6,7,8,6,4,3,5,6,5,4,3,5,3,0.6091930616568644
3,5,7,2,5,6,5,4,6,4,3,7,5,9,7,7,6,7,3,2,0.5602037062246522
5,1,5,7,10,4,7,6,3,5,5,5,4,2,3,8,9,3,6,10,0.5309426834287487
6,8,6,5,4,6,4,10,6,5,5,8,5,5,3,1,9,2,3,2,0.473113785378354
3,2,2,6,7,6,3,5,5,3,5,3,6,3,4,4,2,6,3,6,0.4635390585135586
4,4,5,8,8,4,5,5,3,8,8,4,3,6,2,7,7,5,3,3,0.4602010902772872
8,8,5,6,8,6,4,4,5,3,11,8,9,3,1,3,5,8,9,6,0.6969340610483946
10,5,4,6,4,5,4,8,5,7,3,1,2,6,4,5,4,5,6,4,0.45512129921425076
7,3,3,5,2,8,3,5,3,5,2,7,7,4,4,7,6,6,5,7,0.503860178363109
6,4,4,1,8,5,3,4,11,6,6,5,5,5,8,10,6,6,5,4,0.5701028323904771
6,5,4,4,2,4,5,7,8,3,3,5,7,8,2,5,3,7,7,6,0.5756832393914232
6,4,5,2,5,6,4,5,2,5,4,8,5,8,6,3,6,4,5,5,0.5214836340999452
4,5,2,5,4,12,7,4,5,8,3,3,3,10,2,5,4,3,6,10,0.4953244279787208
7,3,7,3,4,6,4,6,1,7,5,3,4,4,4,8,2,3,4,7,0.4294312783031622
11,4,6,4,3,3,11,3,5,5,8,3,7,11,8,4,6,7,2,5,0.5668595099164682
3,10,5,5,8,10,5,5,7,6,3,8,6,6,3,8,2,4,2,3,0.6957062140581323
6,5,7,6,5,3,6,6,2,1,8,4,7,7,7,5,4,4,5,7,0.5332997245171232
4,9,5,2,8,6,4,5,6,7,4,9,3,4,6,7,5,5,4,6,0.5448588730185202
2,4,5,6,2,5,2,6,6,4,6,10,1,4,4,6,8,4,9,7,0.48154308549316877
3,9,5,8,2,8,5,5,7,6,3,7,7,3,8,6,7,6,2,8,0.4669153939494231
6,5,3,4,6,2,6,6,5,4,9,4,2,7,1,3,3,7,6,2,0.4552733127131368
3,5,5,6,6,9,0,5,6,1,3,2,3,6,4,6,2,7,2,5,0.37307066262215327
3,6,4,6,5,7,8,2,9,5,3,7,5,3,3,7,4,10,0,4,0.556642524541864
2,3,6,2,2,7,3,5,2,6,6,4,4,8,7,3,2,7,6,5,0.46532982276637724
5,11,6,5,6,6,5,6,4,5,6,8,6,4,5,9,1,5,7,2,0.5513944583644464
4,5,5,5,7,5,6,4,3,6,9,6,7,3,4,6,4,8,3,5,0.49359778003731497
8,10,4,7,8,6,5,5,3,8,9,4,4,3,9,2,3,5,5,5,0.5543390327405444
6,12,2,1,4,4,4,6,8,3,9,5,6,5,4,6,5,6,4,7,0.5085368993759047
6,3,2,4,5,1,7,5,4,5,9,4,10,3,5,8,3,4,9,6,0.5538556897839628
4,4,5,6,5,7,5,2,5,5,4,2,6,6,5,6,4,3,4,7,0.4961000803040581
7,4,6,2,4,6,6,4,3,5,8,5,10,7,7,6,4,2,6,3,0.47718984913277895
10,5,2,5,6,4,5,9,7,2,3,11,4,9,5,5,3,2,6,6,0.5401172374717845
0,3,3,3,7,4,6,5,5,10,6,5,5,5,1,4,1,6,2,1,0.43346155767914607
4,3,3,7,7,8,2,4,3,3,5,5,1,8,4,7,4,2,7,7,0.44623064805545715
2,11,4,6,5,7,4,5,6,7,5,4,9,9,3,5,3,2,5,7,0.6197806551651679
1,6,3,4,5,3,7,4,12,5,4,4,4,3,3,5,1,3,6,2,0.4187085196943573
2,4,7,8,2,1,5,5,3,4,2,7,7,8,3,1,4,7,3,6,0.4968772669705167
6,4,9,2,6,2,5,5,7,3,7,3,4,6,9,2,7,3,9,8,0.5255293848555844
7,2,8,8,6,3,4,6,2,9,6,7,3,7,7,8,9,3,4,6,0.5552284088846547
3,8,6,5,1,5,5,4,5,11,3,6,10,4,9,1,6,7,4,6,0.6267128185428424
5,11,5,6,3,4,4,5,8,5,4,3,5,3,8,7,6,3,8,5,0.43802669353601
4,7,6,2,3,8,2,8,7,1,4,4,2,5,4,5,2,4,7,4,0.5620815570838814
4,4,10,6,4,6,3,12,5,2,3,3,7,5,6,5,2,4,2,6,0.44695444968687476
4,5,4,0,5,3,7,9,9,5,7,1,8,6,3,3,4,3,11,3,0.4276596751211922
5,1,9,4,4,1,5,4,4,7,4,11,9,5,3,4,6,2,4,4,0.46289751862194056
7,3,3,10,2,12,4,4,4,3,1,3,6,5,5,10,6,4,4,5,0.44350888726998255
9,5,9,3,6,8,7,4,6,6,1,4,3,6,3,1,2,5,3,5,0.44668435040508003
7,6,1,5,4,7,1,3,6,4,7,4,8,7,6,7,4,4,7,6,0.5176547606328272
10,5,5,4,3,4,3,3,3,3,5,6,5,9,2,3,1,4,6,2,0.3655203476482313
7,5,2,3,3,6,7,0,5,6,5,4,5,3,3,4,4,8,5,5,0.4330570984371284
2,5,6,3,6,5,2,7,3,7,3,4,9,2,4,3,6,5,8,5,0.48281845347797336
2,11,8,2,2,2,3,8,5,4,5,5,8,7,6,4,4,3,6,4,0.49489429974453997
5,5,7,8,8,3,6,3,3,2,6,4,6,9,6,2,6,4,4,3,0.4798737199486044
4,4,4,2,2,5,3,7,5,8,6,1,5,3,6,8,2,4,5,2,0.44631627657345213
7,7,5,5,5,4,4,2,5,8,2,3,2,3,4,5,1,7,3,5,0.5037755225929329
6,7,1,3,5,2,5,5,5,2,2,3,6,7,9,3,4,1,0,7,0.4486718105737785
5,7,7,8,4,6,7,4,5,6,5,3,8,7,7,4,4,7,9,3,0.5419145250704007
7,8,9,9,3,6,4,5,4,4,8,2,5,9,1,2,8,6,7,9,0.6561323643540429
2,3,6,7,10,5,3,6,2,4,7,5,9,7,4,7,10,6,4,7,0.6217027442126423
2,2,5,5,5,7,8,4,4,5,6,4,2,6,3,4,3,4,6,6,0.40871507023649034
4,5,6,5,2,7,3,5,6,5,7,5,2,6,5,4,5,4,5,6,0.4670913812344074
2,5,6,4,4,9,1,14,6,7,3,3,4,2,4,2,7,4,6,7,0.5731883331464082
12,2,7,5,7,7,9,6,4,10,6,4,4,6,7,6,4,4,7,3,0.5680913574966066
2,4,8,5,3,3,0,3,1,7,2,8,4,5,5,4,5,6,0,8,0.38273114660715796
2,3,1,3,5,3,6,6,2,0,3,2,6,2,4,5,6,7,5,8,0.38166757860848993
6,4,5,4,5,4,5,5,5,4,4,11,5,4,3,5,6,6,4,3,0.49345639653498113
5,8,13,3,4,3,7,6,6,3,6,7,4,8,2,14,7,5,9,7,0.634557421928216
4,5,2,6,10,5,5,5,6,4,3,9,3,6,2,6,5,4,2,7,0.5609902099528147
3,7,3,5,6,4,5,6,6,3,4,4,4,7,1,2,5,7,6,3,0.4568991005453052
4,7,3,2,9,5,7,3,3,7,4,8,2,7,3,4,5,7,4,7,0.5642411618815195
7,4,2,4,7,9,9,6,3,2,5,7,8,4,2,5,1,3,4,3,0.537036198054871
4,4,7,4,9,3,7,4,6,7,4,9,1,4,7,4,7,11,7,7,0.5539393284601504
9,5,5,5,3,6,6,6,5,4,5,6,9,4,4,6,6,3,4,6,0.508282275538313
6,5,6,7,9,8,2,3,3,6,3,9,6,4,6,6,4,8,9,1,0.6063889244437245
1,5,4,6,4,5,3,5,4,6,4,1,6,2,4,6,3,9,6,2,0.415090530332381
3,7,4,5,8,6,10,3,7,2,4,5,3,7,4,4,7,3,1,4,0.4664083832701012
2,1,5,7,5,6,5,5,3,6,2,2,8,3,3,2,7,3,6,5,0.4282571463820477
6,4,2,4,6,4,7,1,7,1,4,3,4,1,8,2,5,4,4,3,0.4371079655201949
8,4,7,6,1,7,5,6,3,5,7,6,4,3,4,6,6,3,6,7,0.446713237882001
5,3,7,6,4,4,4,8,4,2,6,6,12,6,9,6,3,2,3,4,0.5549307719422442
6,7,7,5,10,5,9,6,5,8,10,5,3,8,4,4,7,5,7,3,0.5624494788909855
6,4,8,6,4,6,5,5,4,4,6,4,6,5,7,1,6,9,3,9,0.502409992361515
5,10,7,7,5,8,7,3,10,4,4,3,3,4,7,1,4,4,8,6,0.5471611014980865
4,5,4,5,2,11,4,5,2,3,3,1,4,3,7,6,3,7,6,6,0.45357235734159623
6,5,7,5,3,4,5,0,6,9,4,8,6,6,5,3,4,9,4,7,0.581214139810275
5,2,7,5,3,7,3,4,6,2,4,4,5,7,3,3,3,5,3,4,0.41375985147161276
5,5,7,12,6,6,4,5,4,6,3,5,7,6,4,6,3,6,7,7,0.5427052366975115
5,9,7,8,4,3,2,7,6,8,9,1,2,3,9,7,4,4,6,6,0.65794019539261
2,5,7,4,10,5,9,8,3,5,5,4,2,3,2,6,5,8,4,7,0.4197755850297436
2,10,3,7,3,5,5,11,5,5,7,7,8,5,5,8,4,8,1,4,0.5645585889799015
9,5,2,3,4,4,6,8,3,7,4,4,3,5,7,5,10,6,2,6,0.512305515155353
6,3,7,3,5,3,9,5,3,4,6,2,2,6,10,6,7,7,2,3,0.4680384474840078
5,3,8,9,9,9,7,9,6,6,4,8,5,6,5,9,10,9,2,6,0.6903631258142381
7,1,6,7,3,6,8,4,3,6,5,8,4,2,1,0,5,4,3,5,0.5222408245975526
2,3,8,3,7,6,5,3,3,3,5,7,0,6,6,5,5,5,6,3,0.41943431881313264
6,5,2,2,2,2,5,8,4,4,5,5,3,7,6,4,2,4,4,4,0.45745924558918216
3,4,9,9,7,2,0,5,10,5,3,0,5,2,6,4,3,3,3,5,0.4559529043914186
4,4,9,2,6,4,7,3,5,8,7,8,4,5,6,3,2,8,3,6,0.5134321055218923
4,4,6,5,5,5,7,3,3,3,5,4,3,5,6,4,5,9,1,7,0.43549249415118185
3,7,6,3,9,5,4,4,5,8,6,4,6,9,2,7,6,4,10,4,0.5322313236806834
3,8,4,6,2,6,4,2,8,4,5,3,8,5,6,3,3,0,4,5,0.4128200619592801
3,9,6,4,4,4,1,3,7,4,7,2,9,6,5,5,3,2,5,7,0.5467883358608884
7,4,6,5,6,4,2,3,4,7,0,4,5,5,4,6,7,3,8,5,0.5140846652525205
7,7,4,3,4,5,11,9,3,8,4,3,3,7,6,6,3,6,2,5,0.44755190803043676
6,4,6,8,4,4,10,7,6,5,6,6,8,1,8,7,6,7,8,4,0.5441481416479913
3,4,4,5,4,0,4,4,7,5,8,5,7,2,3,5,2,4,8,6,0.5071047094683284
1,5,2,5,4,2,7,4,9,4,3,4,4,6,5,2,4,4,8,7,0.42189990490435786
8,1,7,5,6,11,6,3,6,6,6,4,6,7,7,4,4,4,8,1,0.5735781232394908
8,7,8,6,8,2,8,6,12,2,2,8,4,7,7,3,5,4,4,4,0.5512506082291612
2,5,2,2,8,10,5,6,4,2,4,6,3,5,4,7,9,4,3,4,0.4750116845000075
5,4,9,2,3,4,4,8,7,4,3,3,2,6,5,5,10,3,4,3,0.5268036060099692
3,7,8,5,4,4,2,4,6,3,4,3,6,4,2,4,4,12,5,6,0.5477116045324781
5,3,5,2,5,8,0,6,12,7,1,1,7,8,7,3,9,2,3,7,0.5330995997940788
3,3,3,4,7,6,7,2,9,10,8,5,4,6,3,7,6,3,7,4,0.5015156219908202
3,9,3,6,4,4,8,5,6,4,5,6,2,4,5,9,9,11,0,4,0.5448503731277132
2,5,9,6,4,3,3,3,6,3,8,9,11,3,5,9,2,3,6,4,0.4737295750252496
4,2,2,5,5,4,1,6,2,7,1,6,1,4,8,6,9,4,1,10,0.41555056750177627
5,4,6,3,7,5,5,4,3,4,8,3,5,5,3,6,5,3,6,4,0.5627999711835954
5,5,3,6,5,6,4,1,4,4,9,8,7,9,6,5,3,6,5,4,0.4872850803651477
4,2,3,3,2,8,5,5,7,4,7,9,6,6,8,4,7,7,6,4,0.5296868904734062
0,6,7,6,3,10,3,1,4,5,5,6,2,6,2,6,2,9,4,5,0.47934239825585573
6,9,3,6,11,5,6,6,7,3,3,3,3,3,4,6,5,7,7,5,0.5370212338001299
10,2,3,8,9,9,5,3,7,4,5,2,5,6,5,8,11,7,2,3,0.5438551606698985
3,11,7,3,8,7,4,2,7,1,7,4,7,6,9,7,3,5,6,6,0.5340771494663313
6,4,7,1,4,2,10,6,6,4,4,5,3,7,6,4,2,3,4,4,0.429288092866839
5,6,4,3,5,6,3,6,11,6,7,5,9,9,4,5,8,7,7,6,0.6764059931796591
5,4,2,7,4,3,2,5,3,5,6,3,4,7,4,5,3,4,8,3,0.4175001221735649
9,6,4,5,6,10,4,4,6,4,8,11,8,6,2,10,6,10,6,5,0.6307341292519006
5,7,3,3,4,10,11,3,4,4,8,2,2,2,8,6,3,5,4,2,0.4019146082115079
6,4,8,2,8,2,6,5,4,4,6,5,4,1,3,7,2,7,4,8,0.5067067745090695
6,2,5,6,5,6,3,5,8,5,6,5,5,3,4,2,5,5,6,6,0.49126015894951247
3,4,3,6,4,5,7,6,6,3,3,3,4,3,8,4,7,9,3,4,0.4728452896932444
7,5,7,5,6,4,5,4,9,5,6,6,8,7,4,7,4,9,5,3,0.659653819436149
5,3,4,4,6,4,8,8,4,6,3,4,4,5,3,5,4,5,4,6,0.45805821817034964
5,6,4,2,4,4,4,6,7,3,2,3,4,6,5,4,2,3,6,4,0.5128715763038179
3,8,6,3,7,3,2,2,3,9,4,4,5,6,4,0,3,7,7,1,0.4562123629348437
5,6,3,3,4,3,2,4,6,3,4,7,5,5,2,6,2,1,5,6,0.43524006127584264
2,3,4,10,3,3,3,1,7,5,4,6,9,9,4,6,2,6,6,4,0.5375692479055127
3,6,9,5,10,8,7,4,5,7,6,3,4,3,5,1,4,7,4,4,0.5355192971799602
5,3,6,9,9,1,3,2,3,0,5,4,5,4,3,6,5,6,6,7,0.46207315245167896
5,13,8,1,3,3,4,3,2,5,7,8,0,2,9,3,9,4,4,9,0.5308091141546126
5,5,4,4,4,7,9,3,6,4,7,9,5,7,11,7,2,3,9,6,0.5135541917155231
8,5,7,5,8,8,7,2,6,5,12,6,8,7,6,2,7,3,8,9,0.7025703130770191
5,4,8,3,6,5,1,1,5,3,6,2,4,3,8,8,2,0,4,5,0.4245672350298872
6,0,4,5,3,7,11,3,9,9,3,5,5,6,5,6,3,5,5,9,0.5434877691837162
7,7,5,7,3,7,4,5,5,4,3,7,6,2,4,4,7,4,1,5,0.4494801864387953
3,3,3,6,7,1,3,7,6,6,3,3,6,7,4,5,8,7,3,2,0.4786896389538422
3,6,9,3,7,4,6,10,5,8,4,2,4,6,8,5,8,1,1,5,0.52509078075789
5,4,8,4,8,2,3,3,6,2,3,3,4,9,6,1,5,1,9,5,0.3955777915576665
0,7,4,8,6,7,4,5,6,3,8,2,6,5,5,3,5,4,8,3,0.4893293935381776
6,6,6,4,5,5,8,1,6,6,3,3,3,2,3,8,5,6,4,6,0.4276933160979477
4,4,6,7,6,3,3,5,4,9,6,8,5,3,8,3,5,5,4,6,0.46922045670423684
4,6,2,5,2,6,6,3,3,7,6,8,7,1,9,6,7,8,4,6,0.5040548219388021
6,6,7,3,7,2,6,4,9,5,10,5,6,8,1,3,3,7,2,2,0.4558110855740619
5,4,4,4,5,2,5,4,4,4,2,4,7,5,6,7,6,10,5,3,0.4380029261072997
9,4,3,5,3,9,8,3,4,5,6,6,4,6,6,4,2,3,5,2,0.518996759963659
9,5,10,3,7,3,5,4,12,2,5,4,7,6,2,9,5,3,6,4,0.5117793734757383
3,11,7,1,3,5,10,3,11,4,6,6,3,4,4,5,5,7,3,7,0.6104370706856148
5,3,5,0,4,4,8,4,5,5,6,8,3,3,6,7,5,6,7,7,0.5128032422334418
6,4,6,3,4,4,5,6,2,4,3,4,9,5,2,11,9,2,4,4,0.4468799483192125
7,7,3,5,9,3,4,8,4,8,9,5,8,3,9,6,5,5,9,7,0.6969757355481394
1,3,6,2,3,6,6,8,6,6,4,7,4,3,4,6,1,4,2,3,0.436891178707337
3,3,3,6,11,3,5,2,6,8,4,5,4,3,6,6,6,4,8,5,0.4514926212001493
7,2,3,3,6,5,4,6,4,5,3,9,7,5,2,4,2,2,4,8,0.42472852717716764
5,2,7,2,1,8,1,9,4,3,7,3,4,5,6,9,3,1,3,3,0.30152716082123204
1,8,6,4,0,1,7,2,1,6,5,5,2,3,6,1,4,1,8,3,0.4622844928784057
6,9,6,9,4,3,8,2,3,7,5,4,7,6,5,3,7,2,5,10,0.5128629635124451
7,3,6,2,5,5,6,4,3,4,5,5,4,5,6,5,8,6,4,5,0.5606374086393917
6,4,8,3,4,5,6,4,3,2,2,3,7,7,7,5,3,4,5,4,0.4207653192208308
7,4,8,2,7,6,5,3,6,2,4,1,4,5,4,3,8,5,6,5,0.48419684008301306
6,6,4,9,6,5,3,4,5,4,4,7,4,3,3,4,5,2,5,6,0.47400240792572595
4,3,7,6,5,6,3,2,6,8,7,6,4,4,2,9,5,4,3,6,0.48223224862370573
5,9,7,6,6,6,3,2,12,2,5,5,4,12,10,5,9,10,3,8,0.5966475494054757
3,7,6,9,5,5,4,3,5,6,6,7,6,7,6,6,2,7,6,4,0.4645630449942185
3,4,5,9,4,0,7,5,3,4,4,4,6,5,4,5,6,8,7,7,0.4054261197253267
4,4,5,2,7,9,1,7,5,8,7,5,9,7,3,6,6,6,7,4,0.5282119798926901
7,5,5,4,4,5,7,5,5,6,4,1,6,7,7,2,3,5,7,3,0.4672875529287427
6,2,10,4,6,3,4,6,3,4,7,9,5,4,4,7,4,3,1,4,0.44065627679051494
6,8,2,5,6,9,4,10,7,9,4,4,5,2,2,5,3,3,7,7,0.5793690247864763
8,4,5,2,6,4,6,6,4,2,5,8,4,5,7,4,5,2,3,7,0.5194126167892368
9,6,8,2,3,6,9,4,3,5,7,8,5,2,7,4,6,4,3,2,0.5375999799972321
7,4,7,7,4,2,4,2,1,5,4,5,3,4,7,11,3,4,12,3,0.4634850474993766
6,5,4,5,2,6,2,13,5,9,7,6,6,6,5,4,6,5,3,3,0.6235646556108296
5,5,4,5,2,3,4,6,6,6,5,5,3,5,6,9,7,7,5,4,0.46228749538966174
3,2,5,4,3,5,3,5,4,6,5,5,7,7,3,6,3,6,7,5,0.47737433715784905
6,4,5,8,1,5,8,8,7,5,3,3,4,4,5,3,5,6,6,8,0.467720016996292
3,1,4,4,5,2,10,9,7,6,3,3,7,7,8,4,3,2,5,3,0.5201310796483578
6,4,6,2,7,5,4,3,5,9,3,3,3,7,5,5,5,7,2,4,0.37934533566913925
7,1,4,7,5,4,3,9,9,5,4,4,3,3,6,1,7,4,1,2,0.39312996138381395
5,2,4,6,4,5,6,2,5,1,2,3,2,3,5,4,6,4,6,7,0.4014905162667775
4,5,2,3,8,7,6,5,4,5,1,13,7,8,4,7,1,4,4,4,0.5023515963837927
5,8,4,3,5,5,4,1,7,2,2,3,8,2,2,6,5,7,4,6,0.48117559129455956
4,3,4,3,3,4,6,4,4,1,3,7,3,7,7,10,5,5,3,4,0.42853822261035185
9,3,7,5,5,5,5,3,5,6,2,3,3,6,2,5,4,2,4,2,0.4430890402735159
8,4,1,5,7,3,7,2,7,4,2,4,2,6,8,8,4,6,3,9,0.5715444624015559
8,7,5,5,5,9,7,5,5,6,7,5,9,4,5,9,6,3,3,1,0.5843342491385421
7,1,4,3,2,7,0,6,10,3,6,6,8,4,5,8,7,4,5,6,0.5736623788187557
4,6,6,2,6,3,8,4,5,3,1,6,5,6,8,5,7,6,3,3,0.46563151333431846
2,8,6,6,3,3,2,4,0,11,8,5,6,8,1,3,7,5,6,6,0.46956719362207433
3,4,6,3,2,9,5,5,6,4,8,4,4,6,2,4,4,4,4,4,0.5000175091013392
